时间,公司名,行业,轮次,金额,投资方,最新估值(估算)(万),标签,基本信息,团队信息
2020-03-30,中闽能源,先进制造,IPO上市后,23.39亿人民币,福建投资集团,1169500,先进制造、新能源、新能源,"中闽能源是一家风力发电商，主要从事风力发电、能源投资、电力生产和设备安装等，业务还涉及太阳能等清洁能源的开发。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-27,汇电云联,先进制造,A+轮,未透露,琢石投资,10000,先进制造、新能源、大数据,汇电云联是一家关于电力能源市场的互联网公司，专注于构建电力交易、电能数据和金融服务平台，针对电力零售市场，为售电公司与电力用户提供全周期在线购售电服务；针对电力批发市场，为售电公司与发电企业提供数据分析与价值服务。公司产品涵盖购售电、能效管理、增值服务、金融服务四大业务体系。,胡佳 总经理 胡佳，广州汇电云联互联网科技有限公司总经理，1994年进入广东队，1999年11月入选国家队，2000年8月获得悉尼奥运会双人、单人10米台银牌，2002年参加全国跳水锦标赛男子10米跳台双人冠军，2004年8月夺得雅典奥运会男子10米台冠军。 
2020-03-25,BluWave-ai,先进制造,种子轮,270万美元,Sustainable Development Technology Canada,8775,先进制造、新能源、工业4.0,BluWave-ai是一个基于SaaS的加拿大网格能源优化平台，公司使用人工智能和大数据分析，将智能技术引入电网，以提高其负担能力、可靠性和可持续性，BluWave-ai可以提高电网弹性，保护本地能源供应免受极端天气和网络攻击，以及降低全球能源供应市场的波动风险，其提供的解决方案可以用于工业客户、公用事业和电力车队运营商的可持续能源转换。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-12,微导纳米,先进制造,A轮,数千万人民币,"毅达资本（领投）, 君联资本, 冯源投资",10000,先进制造、智能装备、工业4.0,微导纳米是一家面向全球的高端设备制造商，专注于先进薄膜沉积和刻蚀装备的开发、设计、生产和服务。微导的业务涵盖新能源、柔性电子、半导体和纳米技术等工业领域。,王磊 董事长 王磊，微导纳米董事长。 
2020-03-12,海永顺新能源,先进制造,B轮,未透露,安芙兰资本,15000,先进制造、新能源、工业4.0,青岛海永顺新能源科技有限公司源于海尔创客文化驱动，依托海尔网络资源、国际商社大项目市场竞争力、行业新能源人才联合创业，针对行业痛点，挖掘商社平台资源优势，愿景成为新能源行业方案智能集成的首选平台。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-03-11,晶瑞化学,生产制造,IPO上市后,3亿人民币,"李虎林, 徐萍",150000,传统制造、化工产业、新材料,晶瑞化学是一家微电子化学品及其它精细化工品生产商，公司的产品主要包括超净高纯试剂、光刻胶、功能性材料以及锂电池粘结剂等，可应用于半导体、光伏太阳能电池、LED等相关行业，具体应用到下游电子信息产品的清洗、光刻、制备等工艺环节。,吴天舒 董事长 吴天舒，苏州晶瑞化学股份有限公司董事长 
2020-02-26,挚达科技,传统制造,C轮,未透露,中电投融,25000,传统制造、环保、环保,挚达科技是一家新能源汽车智能充电产品研发商，通过充电产品和车联网智能硬件的研发，结合电动汽车充电和绿色出行开放式共享平台，与电动汽车厂家及运营商，解决电动汽车用户出行问题。,黄志明 创始人 同济大学汽车系本科，复旦大学-香港大学IMBA，同济大学经济与管理学院博士，同济大学创新与创业兼职教授，德国联邦电动出行协会中国区主席，上海绿色出行服务产业创新联盟副理事长、秘书长，拥有上海大众汽车及大众动力总成12年工作经验，先后担任现场工程师、公司技术员、技术部门经理、规划及物流部总监等职务； 
2020-02-25,冠宇电池,先进制造,战略投资,数亿人民币,"华金资本(力合股份), 苏州吉富苏化投资管理, 共青城泰复投资",150000,先进制造、新能源、电池,冠宇电池是一家聚合物锂离子电池供应商，是集锂电池研发、生产、销售于一体的中外合资企业。主导产品为聚合物锂离子电池。,徐延铭 董事长 徐延铭，冠宇电池董事长兼总经理。 
2020-02-24,NAWA Technologies,先进制造,战略投资,1300万欧元,"Supernova Invest, Bpifrance, RégionSud Investissement, EIT InnoEnergy, Eurowatt / Davaniere Capital Partners, emeter, CAAP Creation, K",50700,先进制造、新能源、新能源,NAWA Technologies是一家能源存储系统制造商， 已开发出一种能源解决方案， 新产品可以存储的电量比传统电池多100 倍，成本却比传统电池低150倍，并且将日益增长的电池废物对环境的影响降低了五倍，NAWATechnologies的新型碳纳米超级电池和应用的纳米技术正在改变能源领域。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-02-15,研一新材料,先进制造,战略投资,未透露,晨道投资,50000,先进制造、新能源、新材料,研一新材料是一家以“加速传统能源向新能源转换”为使命愿景的新能源、新材料科技创新驱动型公司。目前以开发锂电池新型功能材料为核心业务，包括正负极水性粘结剂、高安全性隔膜涂覆粘结剂、导电型粘结剂，及其它功能型特种高分子材料、各类特种功能添加剂、高端电解液配方等领域，并布局未来十年可突破技术壁垒、实现产业化的新能源、新材料、环保材料领域。,岳敏 总经理 岳敏，研一新材料总经理。 
2020-02-13,AEML,先进制造,战略投资,4.5亿美元,卡塔尔投资局QIA,1170000,先进制造、新能源、环保,AEML是一家综合配电及输电服务商，目前在世界第七大城市（按人口计算）孟买大约400平方公里的许可地区为300多万消费者提供服务。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-01-22,格林晟科技,先进制造,战略投资,未透露,基石资本,50000,先进制造、新能源、新能源,"格林晟科技是一家锂电池设备生产商，集研发、制造、销售于一体，专注于数码类电池、动力电池的生产关联设备的整体方案，为用户提供模切机系列、叠片机系列、卷绕机系列、组装自动线、注液机系列，以及MES系统等产品。
",暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-01-22,冠宇电池,先进制造,战略投资,数亿人民币,"盈科资本, 格力电器, 联想创投, 海富产业投资, Morgan Stanley摩根士丹利, 俱成资本, 春华资本Primavera, 深创投",800000,先进制造、新能源、电池,冠宇电池是一家聚合物锂离子电池供应商，是集锂电池研发、生产、销售于一体的中外合资企业。主导产品为聚合物锂离子电池。,徐延铭 董事长 徐延铭，冠宇电池董事长兼总经理。 
2020-01-21,英磁电动车,汽车交通,A轮,未透露,"元禾控股, 领军创投",10000,汽车交通、汽车零部件、汽车配件,英磁新能源是一家新能源汽车零部件研发商，公司主要从事新能源汽车零部件的研发与生产，主要产品为驱动电机、涵盖电动车轮毂电机、双百、高转速乘用车、电动巴士商用车等使用的驱动电机等。,裴瑞琳 CEO 裴瑞琳，英磁电动车CEO。 
2020-01-21,衡远新能源,先进制造,战略投资,2041万美元,江苏天开,66332.5,先进制造、新能源、新能源,衡远新能源是一家锂离子电池生产及销售商，主要从事锂离子电池、汽车动力电池、新能源电池的研发、生产及销售。,金吉刚 董事长 金吉刚，衡远新能源董事长。 
2020-01-20,Rebound Technologies,先进制造,A轮,500万美元,"Skyview Ventures（领投）, Autodesk, Clean Energy Ventures（领投）",16250,先进制造、新能源、新能源,Rebound Technologies是一家冷却系统开发商，开发了一种能源节约型并且成本较低的冷却系统，可以代替传统的蒸汽压缩冷却系统。新的冷却系统能够运用到食品存储等多个行业。,暂未收录该公司团队信息 请告诉我们，让我们做得更好 
2020-01-20,金晶科技,先进制造,天使轮,1200万人民币,,6000,先进制造、新材料、新材料,金晶科技主要生产超白玻璃、离线镀膜玻璃、在线镀膜玻璃、阳光膜玻璃，颜色玻璃、防火玻璃、汽车玻璃、低盐重质玻璃纯碱、轻质纯碱、小苏打及小苏打洗涤剂等产品，主要为建筑、汽车、太阳能、工业品等细分市场提供绿色、环保、节能、安全等差异化产品及服务。,王刚 董事长 王刚，金竟科技董事长。 
2020-01-18,力可兴,先进制造,战略投资,600万人民币,光宇国际集团科技,3000,先进制造、新能源、新能源,力可兴致力于环保型移动储能电源的研发、生产和市场开拓。主导产品为新一代环保型镍氢充电电池，其中“超低自放电镍氢充电电池”、“9V镍氢充电电池”和“高温镍氢充电电池”具有先进水平。作为“国家级高新技术企业”，我司销售收入及出口额均居于我国新能源镍氢电池行业的前列。,高学锋 CEO 高学锋，力可兴CEO。 
